JobIDRaw|Start|Elapsed|AllocTRES|State
3658615|2025-02-23T15:10:35|05:33:53|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658615.batch|2025-02-23T15:10:35|05:33:53|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658615.extern|2025-02-23T15:10:35|05:33:53|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658616|2025-02-23T15:10:35|05:43:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658616.batch|2025-02-23T15:10:35|05:43:25|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658616.extern|2025-02-23T15:10:35|05:43:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658617|2025-02-23T15:10:35|05:36:33|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658617.batch|2025-02-23T15:10:35|05:36:33|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658617.extern|2025-02-23T15:10:35|05:36:33|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658618|2025-02-23T15:10:35|05:42:03|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658618.batch|2025-02-23T15:10:35|05:42:03|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658618.extern|2025-02-23T15:10:35|05:42:03|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658619|2025-02-23T15:10:35|05:37:39|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658619.batch|2025-02-23T15:10:35|05:37:39|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658619.extern|2025-02-23T15:10:35|05:37:39|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658620|2025-02-23T15:10:38|05:25:05|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658620.batch|2025-02-23T15:10:38|05:25:05|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658620.extern|2025-02-23T15:10:38|05:25:05|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658621|2025-02-23T15:10:38|05:36:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658621.batch|2025-02-23T15:10:38|05:36:22|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658621.extern|2025-02-23T15:10:38|05:36:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658622|2025-02-23T15:10:38|05:43:21|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658622.batch|2025-02-23T15:10:38|05:43:22|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658622.extern|2025-02-23T15:10:38|05:43:21|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658623|2025-02-23T15:10:38|05:37:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658623.batch|2025-02-23T15:10:38|05:37:30|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658623.extern|2025-02-23T15:10:38|05:37:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658624|2025-02-23T15:10:38|05:33:08|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658624.batch|2025-02-23T15:10:38|05:33:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658624.extern|2025-02-23T15:10:38|05:33:08|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658625|2025-02-23T15:10:38|05:43:21|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658625.batch|2025-02-23T15:10:38|05:43:22|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658625.extern|2025-02-23T15:10:38|05:43:21|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658626|2025-02-23T15:10:41|05:37:05|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658626.batch|2025-02-23T15:10:41|05:37:05|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658626.extern|2025-02-23T15:10:41|05:37:05|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658627|2025-02-23T15:10:41|05:43:18|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658627.batch|2025-02-23T15:10:41|05:43:20|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658627.extern|2025-02-23T15:10:41|05:43:19|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658628|2025-02-23T15:10:41|05:43:18|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658628.batch|2025-02-23T15:10:41|05:43:19|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658628.extern|2025-02-23T15:10:41|05:43:18|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658629|2025-02-23T15:10:41|05:43:18|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658629.batch|2025-02-23T15:10:41|05:43:20|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658629.extern|2025-02-23T15:10:41|05:43:19|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659387|2025-02-23T20:59:21|00:01:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659387.batch|2025-02-23T20:59:21|00:01:37|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659387.extern|2025-02-23T20:59:21|00:01:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659401|2025-02-23T21:06:55|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659401.batch|2025-02-23T21:06:55|00:00:24|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659401.extern|2025-02-23T21:06:55|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659406|None|00:00:00||CANCELLED by 364274
3659408|2025-02-23T21:16:02|00:00:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659408.batch|2025-02-23T21:16:02|00:00:37|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659408.extern|2025-02-23T21:16:02|00:00:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659409|2025-02-23T21:19:34|00:02:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659409.batch|2025-02-23T21:19:34|00:02:26|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659409.extern|2025-02-23T21:19:34|00:02:25|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659450|2025-02-23T21:23:06|00:02:09|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659450.batch|2025-02-23T21:23:06|00:02:10|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659450.extern|2025-02-23T21:23:06|00:02:09|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659492|2025-02-23T21:25:38|00:02:01|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659492.batch|2025-02-23T21:25:38|00:02:03|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659492.extern|2025-02-23T21:25:38|00:02:02|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659534|2025-02-23T21:28:10|00:02:39|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659534.batch|2025-02-23T21:28:10|00:02:40|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659534.extern|2025-02-23T21:28:10|00:02:39|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659536|2025-02-23T21:31:12|00:03:09|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659536.batch|2025-02-23T21:31:12|00:03:09|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659536.extern|2025-02-23T21:31:12|00:03:09|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659578|2025-02-23T21:33:44|00:01:03|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659578.batch|2025-02-23T21:33:44|00:01:04|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659578.extern|2025-02-23T21:33:44|00:01:03|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659619|2025-02-23T21:35:15|00:01:33|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659619.batch|2025-02-23T21:35:15|00:01:33|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659619.extern|2025-02-23T21:35:15|00:01:33|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659620|2025-02-23T21:39:17|00:00:56|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659620.batch|2025-02-23T21:39:17|00:00:56|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659620.extern|2025-02-23T21:39:17|00:00:56|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659622|2025-02-23T21:42:20|00:02:27|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659622.batch|2025-02-23T21:42:20|00:02:28|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659622.extern|2025-02-23T21:42:20|00:02:27|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659624|2025-02-23T21:45:52|00:01:17|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659624.batch|2025-02-23T21:45:52|00:01:17|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659624.extern|2025-02-23T21:45:52|00:01:17|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659628|2025-02-23T21:48:24|00:03:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659628.batch|2025-02-23T21:48:24|00:03:51|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659628.extern|2025-02-23T21:48:24|00:03:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659637|2025-02-23T21:54:28|00:06:15|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659637.batch|2025-02-23T21:54:28|00:06:15|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659637.extern|2025-02-23T21:54:28|00:06:15|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659646|2025-02-23T22:02:03|00:10:17|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659646.batch|2025-02-23T22:02:03|00:10:17|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659646.extern|2025-02-23T22:02:03|00:10:17|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659661|2025-02-23T22:18:15|00:15:10|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|TIMEOUT
3659661.batch|2025-02-23T22:18:15|00:15:12|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659661.extern|2025-02-23T22:18:15|00:15:11|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659679|2025-02-23T22:36:58|00:01:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659679.batch|2025-02-23T22:36:58|00:01:49|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659679.extern|2025-02-23T22:36:58|00:01:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659687|2025-02-23T22:41:00|00:01:42|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659687.batch|2025-02-23T22:41:00|00:01:42|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659687.extern|2025-02-23T22:41:00|00:01:42|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659688|2025-02-23T22:43:32|00:01:44|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659688.batch|2025-02-23T22:43:32|00:01:44|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659688.extern|2025-02-23T22:43:32|00:01:44|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659694|2025-02-23T22:49:36|00:07:14|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659694.batch|2025-02-23T22:49:36|00:07:14|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659694.extern|2025-02-23T22:49:36|00:07:14|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659706|2025-02-23T23:02:15|00:01:47|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659706.batch|2025-02-23T23:02:15|00:01:47|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659706.extern|2025-02-23T23:02:15|00:01:47|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659713|2025-02-23T23:06:18|00:01:48|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659713.batch|2025-02-23T23:06:18|00:01:48|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659713.extern|2025-02-23T23:06:18|00:01:48|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659778|None|00:00:00||CANCELLED by 364274
3659800|2025-02-23T23:35:37|00:08:33|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED by 364274
3659800.extern|2025-02-23T23:35:37|00:08:33|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|COMPLETED
3659837|2025-02-23T23:43:12|00:00:25|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659837.batch|2025-02-23T23:43:12|00:00:25|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659837.extern|2025-02-23T23:43:12|00:00:25|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659838|2025-02-23T23:43:12|00:00:25|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659838.batch|2025-02-23T23:43:12|00:00:25|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659838.extern|2025-02-23T23:43:12|00:00:25|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659839|2025-02-23T23:43:42|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659839.batch|2025-02-23T23:43:42|00:00:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659839.extern|2025-02-23T23:43:42|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659840|2025-02-23T23:43:42|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659840.batch|2025-02-23T23:43:42|00:00:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659840.extern|2025-02-23T23:43:42|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659841|2025-02-23T23:44:13|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659841.batch|2025-02-23T23:44:13|00:00:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659841.extern|2025-02-23T23:44:13|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659842|2025-02-23T23:44:13|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659842.batch|2025-02-23T23:44:13|00:00:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659842.extern|2025-02-23T23:44:13|00:00:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659843|2025-02-23T23:44:43|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659843.batch|2025-02-23T23:44:43|00:00:24|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659843.extern|2025-02-23T23:44:43|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659844|2025-02-23T23:44:43|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659844.batch|2025-02-23T23:44:43|00:00:24|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659844.extern|2025-02-23T23:44:43|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659845|2025-02-23T23:45:14|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659845.batch|2025-02-23T23:45:14|00:00:24|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659845.extern|2025-02-23T23:45:14|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659846|2025-02-23T23:45:14|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659846.batch|2025-02-23T23:45:14|00:00:24|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659846.extern|2025-02-23T23:45:14|00:00:24|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659847|2025-02-23T23:45:44|00:00:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659847.batch|2025-02-23T23:45:44|00:00:30|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659847.extern|2025-02-23T23:45:44|00:00:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659848|2025-02-23T23:45:44|00:00:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659848.batch|2025-02-23T23:45:44|00:00:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659848.extern|2025-02-23T23:45:44|00:00:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659850|2025-02-23T23:45:44|00:00:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659850.batch|2025-02-23T23:45:44|00:00:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659850.extern|2025-02-23T23:45:44|00:00:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659851|2025-02-23T23:45:44|00:00:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659851.batch|2025-02-23T23:45:44|00:00:28|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659851.extern|2025-02-23T23:45:44|00:00:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659852|2025-02-23T23:45:44|00:00:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659852.batch|2025-02-23T23:45:44|00:00:28|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3659852.extern|2025-02-23T23:45:44|00:00:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659853|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659853.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659853.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659854|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659854.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659854.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659855|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659855.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659855.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659856|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659856.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659856.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659857|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659857.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659857.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659859|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659859.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659859.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659860|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659860.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659860.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659861|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659861.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659861.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659862|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659862.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
